Quadrat	Point Number	Point Letter	May-93	Sep-93	May-94	Sep-94	May-95	Aug-95	May-96	Aug-96	May-97	Sep-97	May-98	Sep-98	May-99	Sep-99	May-00	Aug-00	May-15	May-02	Jul-03	May-04	May-05	May-06	Jun-07	May-08	May-09	May-10	May-11	May-12	
Q7	7	B	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	C	SC	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	D	SC	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	E	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	F	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	G	R	B	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	H	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	I	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	J	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	A	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	B	R	ULVA	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	C	R	ULVA	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	D	PORPH	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	E	PORPH	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	F	SC	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	G	PP	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	H	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	I	SC	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	8	J	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	A	CV	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	B	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	C	SC	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	D	PORPH	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	E	CV	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	F	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	G	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	H	PORPH	ULVA	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	I	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	9	J	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	A	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	B	MASTO	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	C	CV	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	D	SC	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	E	SC	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	F	R	ULVA	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	G	CV	ULVA	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	H	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	I	CHTH	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	10	J	PORPH	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q8	1	A	CV	CV	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	SMC	B	B	B	B	B	B	B	
Q8	1	B	SMC	SC	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	C	CV	CV	CV	CV	ENDO	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	D	B	B	B	B	B	PP	B	PP	PP	B	PP	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	E	CV	SC	CV	CV	SC	B	B	PP	B	B	PP	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	F	CV	CV	ENDO	SC	CV	B	B	PP	PP	PP	PP	PP	SMC	B	B	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	G	CV	CV	CV	PP	PP	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	H	CV	CV	CV	SMC	CV	PP	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	1	I	CV	PETRO	CV	CV	CV	SC	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	
Q8	1	J	CV	SMC	PP	B	PP	B	B	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	2	A	PP	PP	PP	PP	PP	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	BG	B	B	
Q8	2	B	PP	CV	CV	PP	B	SC	B	B	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	BG	B	B	
Q8	2	C	SC	CV	CV	SMC	CV	PP	B	B	B	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	BG	B	B	
Q8	2	D	CV	SC	CV	CV	CV	SMC	B	B	B	B	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	PORPH	CV	B	
Q8	2	E	SC	CV	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	IRR	HEDO	IRR	
Q8	2	F	SC	PP	CV	CV	SC	SMC	SMC	B	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	
Q8	2	G	CV	CV	PP	PP	SMC	SMC	B	ANTHOE	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	R	B	B	
Q8	2	H	CV	CV	CV	CV	CV	B	SMC	PP	PP	PP	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	2	I	CV	CV	CV	RALF	SMC	CV	PP	B	B	B	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	2	J	SMC	B	B	B	PP	B	B	B	B	B	PP	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	3	A	CV	CV	CV	CV	B	SC	B	B	B	B	B	B	B	B	PP	PP	B	B	B	B	B	B	B	B	B	PORPH	CV	SC	
Q8	3	B	CV	B	CV	B	B	PP	B	PP	PP	B	B	B	PP	B	B	B	B	B	B	B	B	SMC	B	B	B	R	R	R	
Q8	3	C	CV	CV	CV	CV	B	B	B	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA	R	R	
Q8	3	D	CV	CV	CV	CV	CV	PP	B	PP	PP	B	PP	B	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	PETRO	R	R	
Q8	3	E	CV	CV	CV	CV	CV	B	B	PP	B	B	B	PP	B	PP	B	B	B	B	B	B	B	B	B	B	B	IRR	CV	MASTO	
Q8	3	F	CV	CV	CV	CV	CV	SC	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	CV	IRR	
Q8	3	G	CV	PP	PP	PP	PP	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	MICRO	CV	CV	
Q8	3	H	CV	CV	CV	CV	B	SC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	CV	B	CV	
Q8	3	I	PP	CV	CV	ENDO	SMC	SC	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	R	
Q8	3	J	PP	PP	CV	CV	CV	B	B	B	B	B	PP	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q8	4	A	CV	CV	B	B	SMC	PP	B	B	B	B	PP	B	SMC	B	B	B	B	B	PP	PP	PP	PP	B	PP	B	ALARIA	PP	PP	
Q8	4	B	PP	R	CV	B	B	SC	B	PP	PP	PP	PP	PP	PP	B	PP	PP	PP	PP	B	B	B	B	B	B	B	HAL	SC	PP	
Q8	4	C	CV	PP	CV	CV	CV	MT	B	B	B	B	B	PP	B	B	B	B	B	B	B	B	SMC	B	B	B	B	PORPH	PP	PP	
Q8	4	D	CV	SMC	CV	B	B	SMC	B	B	PP	B	B	SMC	B	PP	B	B	B	B	B	B	B	B	B	B	B	R	R	CV	
Q8	4	E	PORPH	CV	B	PP	PP	B	SMC	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	CV	CV	
Q8	4	F	R	PETRO	MASTO	SMC	SMC	PP	SMC	B	PP	B	PP	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	ACRO	R	R	
Q8	4	G	SC	SC	CV	CV	PP	B	PP	PP	CV	B	B	B	PP	B	B	B	B	B	B	SMC	B	B	B	B	B	SC	R	R	
Q8	4	H	PP	PP	PP	PP	PP	B	PP	B	CV	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	R	CV	
Q8	4	I	CV	CV	CV	ENDO	HALICLONA	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	B	CV	
Q8	4	J	PP	PP	SMC	PP	PP	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	
Q8	5	A	CV	CV	CV	CV	SMC	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA	CV	PP	
Q8	5	B	CV	CV	CV	CV	SMC	DIAT	B	PP	B	PP	B	PP	B	PP	B	PP	B	B	B	B	B	B	B	B	B	ALARIA	CV	PP	
Q8	5	C	CV	SC	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	PP	B	B	SMC	B	B	B	ALARIA	PP	PP	
Q8	5	D	SC	CV	CV	CV	CV	B	B	B	B	PP	B	SMC	B	B	B	B	PP	B	B	B	B	B	B	B	B	ALARIA	PP	PP	
Q8	5	E	R	CV	CV	CV	B	PP	B	B	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	MICRO	CV	CV	
Q8	5	F	CV	SMC	B	B	B	PP	B	PP	R	CHTH	SC	B	PETRO	B	B	B	PP	B	B	B	B	B	B	B	B	CV	R	CV	
Q8	5	G	CV	PETRO	CV	ENDO	SMC	B	B	B	R	SC	B	CV	SC	B	B	B	B	B	B	B	B	B	B	B	B	IRR	CV	MASTO	
Q8	5	H	PP	PP	PP	PP	PP	B	PP	B	R	SC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	CV	MASTO	
Q8	5	I	CV	PETRO	SC	SC	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	CV	HEDO	
Q8	5	J	CV	PETRO	PP	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	R	SC	HEDO	
Q8	6	A	B	CV	B	SMC	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA	CV	PP	
Q8	6	B	CV	CV	PP	CV	SMC	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	PP	B	B	B	ALARIA	R	R	
Q8	6	C	CV	R	MASTO	CV	SMC	B	B	B	PP	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	HAL	CV	SC	
Q8	6	D	CV	CV	CV	SC	CV	B	B	PP	B	B	BG	B	B	B	B	B	B	B	B	B	B	B	B	B	B	PORPH	CV	CV	
Q8	6	E	CV	CV	SMC	CV	CV	B	PP	B	R	SC	PORPH	SC	SC	SC	B	B	B	B	B	B	B	B	B	B	B	ACRO	R	SC	
Q8	6	F	SC	SC	CV	B	CV	PP	B	SMC	R	SC	CV	SC	CV	PP	CV	CV	PP	PP	B	B	B	B	B	B	B	SC	R	R	
Q8	6	G	PETRO	CV	B	PP	B	B	B	B	R	CV	B	CV	CV	CV	CV	CV	SMC	B	B	B	B	B	B	B	B	ALARIA	IRR	CV	
Q8	6	H	R	BG	PETRO	B	B	B	B	B	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	CV	MASTO	
Q8	6	I	B	B	PP	SC	PP	B	PP	B	R	R	R	B	CV	ANTHOE	B	B	B	B	B	B	B	B	B	B	B	CV	HEDO	HEDO	
Q8	6	J	SMC	B	B	B	B	B	B	B	CV	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	HEDO	CV	
Q8	7	A	SMC	B	SMC	PP	PP	SC	B	PP	PP	PP	B	PP	B	B	PP	B	B	B	B	B	B	B	B	B	B	ALARIA	CV	SMC	
Q8	7	B	CV	CV	MASTO	CV	B	PP	B	B	B	B	PP	SMC	B	SMC	PP	B	B	B	B	B	B	B	B	B	B	CV	CV	PP	
Q8	7	C	SC	SC	CV	CV	CV	B	B	PP	PP	PP	B	PP	PP	SMC	PP	PP	PP	PP	B	B	B	B	SMC	B	B	CV	PP	PP	
Q8	7	D	PP	SC	MASTO	CV	CV	B	B	PP	SMC	PP	BG	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	PP	PP	PP	
Q8	7	E	CV	CV	PP	PP	PP	B	PP	B	PP	BG	POLY	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	PORPH	CV	R	
Q8	7	F	CV	CV	CV	CV	CV	PP	B	B	CV	CHTH	CV	CV	CV	CV	CV	B	B	B	B	B	SMC	B	B	B	B	ALARIA	CV	CV	
Q8	7	G	PP	PP	PP	PP	PP	B	PP	SMC	R	CV	CV	CV	POLY	CV	B	B	B	B	B	B	B	SMC	B	B	B	CV	CV	B	
Q8	7	H	SC	SC	PP	PP	PP	B	B	B	CV	CV	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA	IRR	MASTO	
Q8	7	I	B	PP	PP	PP	PP	B	PP	B	CV	CV	CV	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	ALARIA 	HEDO	HEDO	
Q8	7	J	R	B	PP	B	B	B	PP	B	HEDO	CV	R	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	CV	HEDO	HEDO	
Q8	8	A	CV	SC	CV	SMC	B	PP	B	B	B	B	B	B	B	B	B	PP	PP	B	B	B	B	B	B	B	B	ALARIA 	ULVA	HEDO	
Q8	8	B	PP	CV	CV	CV	CV	SC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	HAL	PP	PP	
Q8	8	C	CV	HAL	CV	CV	CV	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	CV	CV	SMC	
Q8	8	D	SC	SC	SC	SC	CV	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	PORPH	CV	PP	
Q8	8	E	CV	CV	CV	CV	HALICLONA	B	B	PP	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	PORPH	CV	CV	
Q8	8	F	SC	SC	CV	B	B	B	B	B	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA 	CV	CV	
Q8	8	G	PP	PP	PP	PP	B	B	PP	B	CV	CHTH	PORPH	CV	CV	B	CV	B	B	B	B	B	B	B	SMC	B	B	ALARIA 	CV	SC	
Q8	8	H	CV	SMC	B	B	B	B	B	B	CV	CV	CV	PP	SMC	CV	R	B	B	B	B	B	B	B	B	B	B	ALARIA 	CV	CV	
Q8	8	I	SC	SMC	SC	SC	SMC	B	PP	B	CV	CV	CV	CV	CV	B	CV	CV	B	B	B	B	B	B	B	B	B	BG	PP	CV	
Q8	8	J	SMC	B	B	B	B	B	B	B	IRR	CHTH	R	CV	CV	R	R	CV	B	B	B	B	B	B	B	B	B	PETRO	HEDO	CAL	
Q8	9	A	CV	CV	CV	CV	SMC	PP	B	B	PP	B	PP	PP	B	B	PP	SMC	B	B	B	ANTHOE	SMC	B	B	B	B	CV	CV	CV	
Q8	9	B	PP	PP	PP	B	PP	PP	B	B	PP	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	R	R	RALF	
Q8	9	C	CV	CV	CV	B	B	R	B	B	B	B	B	B	B	B	B	B	B	PP	B	B	B	B	B	B	B	CV	R	BG	
Q8	9	D	CV	CV	CV	B	B	PP	B	B	B	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	PETRO	CV	CAL	
Q8	9	E	CV	CV	CV	SMC	SMC	PP	B	B	B	B	B	B	R	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA 	R	CV	
Q8	9	F	SC	CV	CV	B	SMC	B	B	SMC	SC	SC	B	B	SC	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA 	PP	PP	
Q8	9	G	SC	SMC	B	B	PP	B	B	B	PETRO	RALF	R	PETRO	CV	PETRO	B	B	IRR	B	B	B	B	B	B	B	B	CV	CV	CV	
Q8	9	H	B	B	B	B	B	SMC	B	B	CV	CV	BG	CV	R	B	B	B	B	B	B	B	B	B	B	B	B	R	CV	CV	
Q8	9	I	SC	R	PETRO	PETRO	B	B	B	B	MASTO	BG	PP	R	CV	SC	CV	POLY	CV	B	B	B	B	B	B	B	B	ALARIA 	CV	IRR	
Q8	9	J	B	B	CV	PETRO	B	B	B	B	IRR	BG	PORPH	SC	CV	CV	CV	CHTH	B	IRR	B	B	B	B	B	B	B	ALARIA 	CV	IRR	
Q8	10	A	CV	CV	CV	CV	SC	PP	B	PP	B	PP	PP	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	IRR	SC	SC	
Q8	10	B	CV	CV	CV	CV	CV	PP	B	PP	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	PORPH	CV	PP	
Q8	10	C	SMC	SMC	PP	B	B	PP	B	B	B	SMC	B	B	B	PP	B	B	B	B	B	B	B	B	B	B	B	IRR	PETRO	HEDO	
Q8	10	D	R	SC	CV	CV	CV	SC	B	PP	PP	PP	B	B	B	B	B	B	B	B	B	PP	PP	B	B	B	B	CV	CV	HEDO	
Q8	10	E	SMC	PP	PP	PP	PP	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ALARIA 	CV	CV	
Q8	10	F	PP	PP	B	SC	SC	B	PP	SMC	B	B	SMC	SMC	B	B	B	B	PP	B	B	B	B	B	B	B	B	ALARIA 	CV	PP	
Q8	10	G	SC	SC	SC	SC	B	B	PP	B	B	B	SMC	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	PETRO	CV	CV	
Q8	10	H	R	CV	B	B	B	B	B	B	CV	BG	MICRO	MICRO	MICRO	R	R	B	B	B	B	B	B	B	B	B	B	ALARIA 	CV	CV	
Q8	10	I	PP	B	B	SC	SC	B	B	B	CV	BG	PORPH	CV	PETRO	PETRO	CV	PETRO	CV	B	B	B	B	B	B	B	B	PORPH	CV	CV	
Q8	10	J	PP	R	SMC	B	B	B	B	B	CV	BG	BG	R	CV	CV	CV	CV	CV	CV	B	B	B	B	B	B	B	IRR	CV	CV	
Q9	1	A	MT	SMC	X	X	B	B	B	B	B	B	B	B	PORPH	ULVA	IRR	PP	B	B	B	B	B	B	PORPH	PORPH	SMC	B	R	PP	
Q9	1	B	MT	B	X	X	B	B	B	B	PP	B	B	PP	PORPH	PORPH	PORPH	SC	MT	B	B	B	B	B	PORPH	HAL	PP	SC	HAL	PP	
Q9	1	C	UGLY	SC	X	X	B	B	B	B	PP	PP	B	B	PORPH	PORPH	PP	PP	PP	B	B	B	B	B	PORPH	HAL	SC	PP	JAL	PP	
Q9	1	D	HAL	SMC	X	X	B	PP	PP	B	B	B	B	B	PORPH	SC	SC	SC	PP	PP	B	B	B	B	PORPH	IRR	PP	B	CV	CV	
Q9	1	E	HAL	SMC	X	X	SC	B	B	B	B	B	B	PP	PORPH	SC	PORPH	SC	PP	B	PP	B	B	B	PORPH	PORPH	SC	B	PP	R	
Q9	1	F	PP	PP	X	X	SC	B	B	B	B	B	B	PP	ULVA	SC	PORPH	PP	PP	SC	B	B	B	B	PORPH	PORPH	SC	SC	PROPH	PP	
Q9	1	G	PORPH	MT	X	X	B	B	B	B	B	B	B	B	PORPH	DIAT	SC	CV	MT	B	PP	B	ENTMOR	B	IRR	PP	B	B	PP	PP	
Q9	1	H	HAL	R	X	X	SMC	PP	B	B	B	B	B	B	DIAT	SC	SC	MASTO	PP	SC	B	B	DIAT	PORPH	PP	PP	PP	B	PP	PP	
Q9	1	I	SMC	MT	X	X	CV	SC	B	B	B	B	B	B	PORPH	SC	SC	SC	PP	PP	B	B	R	PORPH	PP	PP	PP	PP	PP	PP	
Q9	1	J	MT	SMC	X	X	B	B	B	B	B	B	B	B	PORPH	PORPH	PORPH	SC	PP	SMC	SC	B	SC	PORPH	SC	PP	PP	PP	PP	PP	
Q9	2	A	HAL	B	X	X	SC	B	B	B	B	B	B	B	PORPH	DIAT	SC	SMC	B	B	B	B	B	B	PORPH	PORPH	SMC	B	R	PORPH	
Q9	2	B	SC	B	X	X	SC	SC	PP	B	B	B	B	B	PORPH	SC	PORPH	PP	PP	PP	B	B	B	B	PORPH	PORPH	PORPH	PP	PORPH	PP	
Q9	2	C	PP	MT	X	X	SC	PP	B	B	B	B	B	B	PORPH	PORPH	PORPH	SC	SC	B	B	B	B	B	PORPH	IRR	PP	SMC	PORPH	PP	
Q9	2	D	MT	B	X	X	B	SMC	B	B	B	B	B	B	PORPH	SC	SC	SC	SC	B	B	B	B	B	PORPH	PORPH	SC	PP	R	R	
Q9	2	E	MT	SMC	X	X	B	B	B	B	B	B	PP	PP	R	ULVA	MASTO	PP	SMC	B	B	B	B	B	ULVA	HAL	SMC	B	MASTO	CV	
Q9	2	F	MT	B	X	X	B	SMC	B	B	B	B	B	B	DIAT	SC	SC	SC	PP	SC	B	B	B	B	MASTO	HAL	SC	SMC	HAL	SMC	
Q9	2	G	HAL	B	X	X	SC	SMC	B	B	B	B	PP	PP	PORPH	IRR	HAL	IRR	PP	SMC	PP	PP	R	PORPH	PORPH	PORPH	B	PP	R	B	
Q9	2	H	MT	MT	X	X	CV	B	B	B	B	B	B	PP	PORPH	SC	SC	IRR	MT	PP	B	B	DIAT	PORPH	PP	PORPH	PP	B	B	PP	
Q9	2	I	CV	MT	X	X	SC	CV	B	B	B	B	B	B	PORPH	PORPH	ULVA	SC	MT	SC	PP	B	R	PORPH	PP	PORPH	PP	PP	PP	PP	
Q9	2	J	SC	MT	X	X	B	B	B	SMC	B	B	B	SMC	PORPH	IRR	SC	SC	CV	PP	B	B	SC	PORPH	PP	PP	SMC	PP	PP	PP	
Q9	3	A	MT	MT	X	X	SMC	SC	B	B	B	B	B	B	PORPH	ULVA	MASTO	SC	MT	B	B	B	B	B	PORPH	MICRO	SMC	PP	R	PP	
Q9	3	B	PP	MT	X	X	PP	PP	B	PP	B	B	B	B	PORPH	SC	SC	SC	SC	B	B	B	B	B	PORPH	PORPH	PORPH	MT	HAL	SC	
Q9	3	C	SMC	B	X	X	B	B	B	B	B	B	SMC	B	PORPH	SC	PORPH	SMC	SMC	PP	B	B	B	B	PORPH	PORPH	PP	PP	R	CV	
Q9	3	D	MT	MT	X	X	PP	PP	PP	B	B	B	B	B	R	SC	SC	HAL	SMC	B	B	B	B	B	BG	PORPH	SC	B	IRR	CV	
Q9	3	E	MT	MT	X	X	R	B	B	PP	B	SMC	B	B	PORPH	SC	MASTO	SC	PP	SC	B	B	B	B	BG	HAL	SMC	MT	SC	SC	
Q9	3	F	MT	MT	X	X	SMC	SC	B	B	B	B	B	B	PORPH	MASTO	MICRO	CV	SMC	SMC	B	B	B	PORPH	BG	HAL	PP	SMC	PP	B	
Q9	3	G	CV	CV	X	X	PP	CV	PP	PP	B	B	B	B	PORPH	SC	PORPH	SC	PP	SC	SC	B	DIAT	PORPH	PORPH	PORPH	SMC	SMC	B	B	
Q9	3	H	SMC	SMC	X	X	PP	SC	B	B	B	B	B	B	ULVA	SC	MASTO	B	PP	PP	B	B	DIAT	PORPH	PORPH	PP	B	SMC	PP	PP	
Q9	3	I	CV	MT	X	X	CV	SC	B	B	B	B	B	B	PORPH	IRR	MICRO	MASTO	CV	PP	B	B	B	PORPH	PORPH	B	B	B	B	PP	
Q9	3	J	MT	MT	X	X	B	B	B	B	B	B	B	B	PORPH	IRR	MICRO	IRR	PP	B	SMC	B	R	PORPH	PORPH	PORPH	PP	B	B	PP	
Q9	4	A	PP	MT	X	X	SC	PP	PP	B	B	B	B	B	PORPH	PORPH	PORPH	SC	SC	B	B	B	B	B	PORPH	SC	HAL	B	HAL	PP	
Q9	4	B	MT	MT	X	X	SC	SC	B	B	B	B	B	B	PORPH	SC	SC	SC	SMC	B	B	PP	B	B	PORPH	MT	HAL	SMC	R	R	
Q9	4	C	MT	SMC	X	X	R	MT	MT	B	B	B	B	B	PORPH	SC	SC	SC	SC	B	B	SMC	B	B	PORPH	PORPH	PP	PP	R	BG	
Q9	4	D	SMC	B	X	X	SMC	SMC	B	B	B	B	B	PP	PORPH	PORPH	R	DIAT	R	PP	PP	B	B	B	PORPH	PORPH	PORPH	PP	BG	PP	
Q9	4	E	MT	B	X	X	B	B	B	PP	B	B	PP	PP	PORPH	SC	DIAT	SC	CV	SC	PP	B	B	B	PORPH	IRR	HAL	SC	ULVA	B	
Q9	4	F	MT	MT	X	X	B	PP	B	B	B	B	B	PP	PORPH	SC	SC	PP	PP	SC	B	B	B	B	PORPH	PORPH	HAL	B	PP	B	
